都道府県名,市区町村名,施設名称,住所,電話番号,開所時間,メールアドレス,相談フォームURL,公式サイトURL,対象相談タグ
東京都,品川区,品川区社会福祉協議会 自立相談支援窓口,東京都品川区大井1-14-1,03-5718-7171,,https://www.shinashakyo.jp/contact/,https://www.shinashakyo.jp/,平日 08:30-17:15,生活困窮,家賃支援,貸付相談
大阪府,東大阪市,東大阪市生活自立サポートセンター,大阪府東大阪市荒本北1-1-1,06-4309-3182,,,https://www.city.higashiosaka.lg.jp/,平日 09:00-17:30,生活困窮,自立相談
大阪府,八尾市,八尾市 自立相談窓口,大阪府八尾市本町1-1-1,072-924-3834,,,https://www.city.yao.osaka.jp/,平日 08:45-17:15,生活困窮,家賃支援
